months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,claim_to_premium_ratio,policy_csl_limit
225,37,2,1000,1217.84,5000000,0,2,4,19,1,49600,0,0,0,1,1,6,4,19,3,0,2,2,0,57600,9600,9600,38400,13,28,2015,0,,47.25804863640839,100
35,35,0,2000,1117.42,0,0,6,10,11,1,0,-51900,0,2,1,1,0,2,23,3,0,2,2,0,53190,5910,11820,35460,13,20,1996,0,,47.55816240768226,100
460,57,2,2000,1567.37,0,0,3,2,16,0,62500,0,2,0,0,2,1,5,10,1,0,2,3,0,58300,5830,11660,40810,9,26,2014,1,,37.17235091209345,100
195,38,0,2000,1294.93,6000000,1,4,12,18,4,38000,-50300,0,0,1,0,6,6,12,3,1,1,2,0,64620,7180,0,57440,4,27,2003,0,,49.86380437214973,500
360,51,0,1000,1152.12,0,1,6,1,10,1,0,-62400,0,2,2,0,6,5,15,3,0,2,0,1,90480,15080,15080,60320,2,38,2000,0,,78.4653808797003,250
300,49,0,1000,1441.21,0,0,6,4,11,5,0,0,3,1,3,4,4,1,3,1,0,1,0,0,7080,1180,1180,4720,9,26,2001,0,,4.9091325119088065,100
245,42,0,1000,1575.74,7000000,1,3,3,5,2,0,-68900,1,1,1,3,3,6,19,1,0,2,2,0,6490,590,1180,4720,12,9,2011,1,,4.11608762383145,500
146,36,2,2000,1233.96,0,0,5,7,9,2,34500,-60600,0,2,2,3,0,2,16,3,0,1,1,0,55900,5590,5590,44720,9,35,2015,0,,45.26462395543175,500
67,29,0,1000,1861.43,0,1,2,0,14,0,60400,-67800,2,1,0,2,4,1,16,1,0,0,3,1,63800,6380,6380,51040,10,1,1998,1,,34.256321042938524,250
380,56,2,1000,1570.86,0,1,4,4,6,2,66000,0,2,2,2,3,5,3,10,1,0,0,1,1,58160,7270,7270,43620,10,3,1996,1,,37.00075070298882,100
389,53,0,2000,791.47,0,1,5,1,5,4,0,0,3,1,1,3,0,5,6,1,0,1,2,0,6300,630,1260,4410,8,7,2001,1,,7.949827753732002,500
317,46,1,1000,1012.78,0,1,4,11,19,2,43700,0,2,0,0,1,6,0,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1999,1,,103.18806841721084,250
264,44,0,500,1047.06,6000000,1,1,3,17,5,0,0,0,1,0,1,4,6,20,3,0,0,2,0,69850,12700,6350,50800,5,16,1999,0,,66.64694769383432,100
20,21,2,1000,1390.29,0,0,5,8,14,2,0,-41200,2,1,1,1,3,4,14,1,0,0,0,0,62900,12580,6290,44030,0,23,2006,0,,45.20984122648765,250
116,30,1,500,951.46,0,1,3,5,9,1,0,-35500,0,0,0,2,6,5,8,3,0,0,3,0,59670,6630,6630,46410,13,28,2004,1,,62.64830019108414,500
222,40,0,1000,1226.78,0,1,3,1,4,4,49600,-49200,0,1,1,2,1,6,17,2,1,2,0,0,81500,16300,8150,57050,2,0,2013,0,,66.37997035299483,100
439,56,2,500,1280.9,0,1,2,1,18,3,48900,-40900,2,1,1,0,0,6,9,1,0,2,0,0,50000,15000,5000,30000,7,36,2009,0,,39.004602543100084,100
66,28,1,2000,1472.77,0,1,0,0,8,0,0,-31700,2,0,2,2,1,6,0,1,0,2,1,0,48290,8780,8780,30730,9,26,1995,0,,32.76630681856735,100
128,29,2,1000,1878.44,0,1,2,7,9,0,0,-76000,2,1,2,1,5,5,2,1,0,0,0,0,59070,5370,5370,48330,3,25,2003,0,,31.429574766951855,500
69,24,1,500,1418.5,0,0,2,1,19,2,0,0,0,1,1,3,1,6,23,3,0,0,0,0,63300,12660,6330,44310,4,30,2012,0,,44.59316660796055,500
294,46,0,500,1532.8,0,1,1,9,8,3,0,0,2,2,2,2,4,3,8,1,0,0,3,1,65780,11960,11960,41860,8,24,2013,0,,42.88694745077585,100
19,29,2,500,1304.35,0,1,3,13,6,1,0,0,0,0,2,0,1,1,6,3,0,0,2,0,75400,11600,11600,52200,4,27,2005,1,,57.76228597694105,250
191,33,2,2000,1551.61,0,1,2,1,12,4,45000,-30400,3,1,1,4,6,0,3,1,1,1,1,0,2250,250,250,1750,12,11,2005,0,,1.449172683416956,500
4,39,0,1000,1326.98,6000000,0,2,6,15,4,64200,0,0,0,1,0,5,3,14,3,1,1,3,0,54120,4510,9020,40590,7,17,2007,0,,40.75362580761758,100
298,49,2,500,862.92,0,1,4,6,4,5,0,-71700,0,2,0,2,1,4,16,3,0,0,2,0,69480,11580,11580,46320,10,3,2007,0,,80.42411334382814,250
231,43,1,2000,1331.69,0,0,5,0,15,1,0,0,2,1,1,3,1,3,12,1,0,1,2,0,66950,10300,10300,46350,3,25,2015,0,,50.23673922667687,100
338,47,2,2000,1486.04,0,0,0,1,2,3,0,-56200,0,1,0,2,2,4,1,3,0,2,3,0,64100,12820,6410,44870,4,30,2014,1,,43.10576716160964,250
261,46,1,1000,870.55,0,1,6,9,4,4,0,-49400,2,1,1,2,4,6,19,1,0,0,3,0,80280,13380,13380,53520,3,34,2013,0,,92.11175491939649,100
321,44,0,2000,1344.56,6000000,1,0,6,10,0,0,-39100,3,1,3,3,1,3,7,1,0,1,2,0,4680,520,0,4160,0,23,1999,0,,3.4781057700882907,500
0,32,2,1000,1377.04,0,1,1,12,0,5,61400,-41100,0,1,1,0,1,6,6,4,0,1,1,0,39720,6620,6620,26480,0,23,2002,0,,28.823546486313894,500
405,58,0,500,1237.88,0,1,4,3,8,1,0,-46900,2,0,0,3,1,0,11,1,0,0,0,0,63580,5780,5780,52020,8,24,1997,1,,51.32054759137285,250
304,49,1,1000,1525.86,0,0,6,2,4,3,0,0,2,2,1,2,0,3,2,1,1,1,1,1,73370,13340,6670,53360,10,3,2013,0,,48.052866667539924,100
1,29,2,500,854.58,0,0,3,2,13,2,52200,0,2,2,1,3,4,4,15,1,0,2,3,1,86790,7890,23670,55230,6,8,2003,0,,101.43995885831833,500
26,39,1,1000,770.76,0,1,5,12,17,0,0,-53700,2,2,0,3,6,1,0,1,0,0,2,0,49800,9960,4980,34860,8,24,2015,0,,64.52783248678345,250
202,38,0,2000,1132.74,0,0,0,1,8,0,0,-37500,2,2,0,2,6,2,12,1,1,1,1,0,77440,7040,14080,56320,9,35,2005,0,,68.30490235856546,100
289,48,0,500,1173.37,8000000,0,6,5,2,3,0,-42700,2,0,2,2,4,6,1,1,0,1,0,0,42900,8580,0,34320,0,33,1999,0,,36.53022471623083,500
61,26,2,2000,1188.28,6000000,0,3,4,16,5,0,-53800,0,1,0,1,5,2,16,2,1,1,0,0,53820,11960,5980,35880,5,14,2015,1,,45.254271491995155,100
334,46,0,1000,876.88,6000000,1,4,11,15,2,0,0,2,1,1,3,6,2,2,1,0,2,1,0,57330,12740,6370,38220,7,17,1998,0,,65.30505308242584,100
12,24,0,1000,1143.95,0,0,6,12,13,2,51400,0,0,1,1,3,1,5,13,3,0,2,1,0,53370,5930,5930,41510,9,35,2011,0,,46.61338923097078,500
86,29,0,2000,1409.06,0,1,2,9,19,0,74200,-68100,2,0,1,3,1,4,0,1,0,2,2,1,62920,9680,14520,38720,0,23,2005,0,,44.622214657532304,100
83,24,1,1000,1070.63,0,0,2,6,2,4,0,0,0,0,2,1,1,0,0,3,0,0,1,0,61600,6160,12320,43120,6,8,2003,0,,57.48252661832908,500
126,30,0,2000,916.13,0,1,1,11,9,4,55300,-58400,0,1,2,3,1,3,16,3,1,2,0,0,74160,6180,12360,55620,8,12,2002,0,,80.86094664878479,500
209,38,2,500,1191.5,0,1,2,8,15,0,38600,-52900,2,1,2,3,6,0,8,1,0,2,0,0,80100,8900,8900,62300,1,4,2015,0,,67.16981132075472,250
283,48,2,1000,1474.66,0,0,3,11,13,0,0,-46200,1,1,3,3,1,2,9,1,0,2,3,0,6560,820,820,4920,13,20,2003,0,,4.445468468346367,500
194,34,0,1000,1193.45,0,1,3,7,10,1,0,0,2,1,2,0,6,3,11,1,0,2,1,1,58800,11760,5880,41160,9,29,1997,0,,49.22767801079995,250
184,38,0,1000,1437.53,0,0,1,13,5,1,0,0,0,2,1,0,3,4,6,3,0,0,2,0,53730,11940,5970,35820,4,30,2013,1,,37.35062876686618,250
479,60,0,2000,1304.83,0,0,1,7,6,0,0,0,2,1,2,0,1,0,18,1,0,0,0,0,60600,5050,10100,45450,6,10,2001,0,,46.40726587687524,100
284,48,2,1000,1168.8,0,0,3,12,12,2,0,-42400,2,2,2,2,1,4,11,1,0,0,3,1,35750,6500,3250,26000,8,12,2001,0,,30.560779620447942,250
65,27,1,1000,1164.97,0,0,1,0,8,5,43000,-42500,2,0,2,0,6,0,17,1,0,1,2,1,42840,3570,7140,32130,3,32,2004,0,,36.74194018714032,100
222,39,0,1000,1232.72,0,1,2,1,10,3,87800,-51200,0,0,0,1,4,6,21,3,0,1,0,0,87960,14660,14660,58640,7,36,1999,1,,71.29656648185974,250
196,41,0,2000,1800.76,0,1,3,10,4,2,0,-78600,0,1,1,0,4,2,0,3,0,1,0,0,47800,4780,4780,38240,7,17,2009,0,,26.5296154870793,250
253,43,0,500,1187.01,7000000,0,0,12,8,4,46300,-33000,3,1,3,3,1,4,9,1,0,0,1,0,3840,640,640,2560,3,34,2014,0,,3.232296024444239,500
280,43,1,1000,1559.34,0,1,3,13,10,3,0,-51600,2,0,2,1,1,5,1,1,0,0,2,0,77000,14000,7000,56000,0,31,2004,0,,49.348218977915074,100
5,26,0,2000,1137.02,0,0,6,4,16,1,31500,0,2,1,2,0,6,6,22,1,1,1,3,0,88110,16020,16020,56070,1,5,2003,0,,77.42394685506406,250
220,42,1,1000,1281.72,0,1,1,4,10,2,33500,-49500,0,1,1,1,4,3,20,4,0,0,2,1,47740,4340,4340,39060,6,10,2005,0,,37.21778720219533,100
85,30,2,1000,796.35,0,0,4,2,18,3,72400,-77000,0,1,2,1,4,3,9,3,1,2,1,1,58960,5360,10720,42880,5,14,2004,0,,73.94494262243683,100
266,46,2,500,1270.02,0,0,0,12,16,3,0,-45800,1,1,1,3,0,4,5,1,0,1,2,0,2160,480,240,1440,12,11,2004,0,,1.6994225110541141,250
41,26,0,1000,1383.13,0,0,3,9,8,3,46700,0,3,1,3,3,4,5,12,1,1,1,1,0,6890,530,1060,5300,7,17,1997,0,,4.977856126230917,100
316,45,0,2000,1290.74,5000000,0,2,9,11,0,58300,0,0,2,0,0,5,6,6,3,0,2,0,1,78870,7170,14340,57360,11,21,2013,0,,61.057178689209906,100
285,47,1,1000,1216.68,0,0,5,11,1,2,55100,0,3,1,3,3,4,1,8,1,0,1,1,0,2700,300,300,2100,5,14,2013,0,,2.217331318573024,100
379,54,0,500,1251.16,0,0,0,6,11,1,41400,0,2,0,2,0,6,5,14,1,0,0,1,0,75960,6330,6330,63300,7,17,2010,0,,60.663174035267055,100
15,34,1,2000,1586.41,0,0,2,11,18,2,33500,-58900,2,0,0,3,6,4,10,1,1,1,3,0,75570,6870,13740,54960,2,37,2010,1,,47.60584852054605,250
354,48,0,2000,1526.11,5000000,0,5,11,8,4,0,0,2,0,1,3,4,1,12,1,0,2,3,1,90240,15040,15040,60160,3,25,1995,0,,59.09201039872701,500
342,53,1,1000,1028.44,0,0,1,9,7,1,0,0,2,0,0,0,4,6,12,1,0,0,0,0,80960,14720,7360,58880,0,23,2000,0,,78.64470003108485,100
169,38,0,1000,1555.94,0,1,6,2,16,3,23300,0,0,0,2,2,5,5,12,3,0,1,3,1,79080,6590,13180,59310,8,7,2012,0,,50.79193803229411,100
339,49,1,2000,1570.77,0,1,3,0,13,1,98800,-65300,3,1,1,4,4,1,13,1,0,0,3,0,6820,1240,620,4960,8,24,2009,0,,4.339057241199412,500
259,42,2,2000,1170.53,0,0,6,1,17,5,65000,-49200,0,1,2,1,6,3,17,3,0,1,2,1,62590,5690,11380,45520,9,29,2006,0,,53.425861907078776,100
65,23,2,1000,1099.95,0,0,1,11,7,5,0,-71900,2,2,0,2,1,0,14,1,0,1,0,1,52400,6550,6550,39300,0,23,2005,1,,47.59525864026522,250
254,46,0,2000,1472.43,0,1,4,12,1,0,0,-90600,0,0,0,0,6,0,3,3,0,1,3,1,63580,5780,11560,46240,13,20,2004,0,,43.15101497865525,250
440,55,0,500,1275.62,0,0,0,8,15,2,0,-56200,0,2,1,3,1,5,18,3,1,2,1,0,61400,6140,6140,49120,9,35,1995,0,,48.09575284736257,250
478,63,0,1000,1292.3,0,1,2,0,13,3,47600,0,1,1,1,4,5,3,5,1,1,1,3,0,4700,940,470,3290,4,27,2007,1,,3.63411428129591,250
230,44,1,2000,1009.37,0,0,1,9,10,2,45400,-39400,2,0,2,1,4,5,19,1,0,0,2,1,74140,13480,13480,47180,2,37,2015,0,,73.37905915654662,250
138,30,2,500,1093.07,4000000,0,6,7,15,5,27700,-72400,2,0,0,2,5,2,0,1,0,2,2,0,83160,6930,13860,62370,13,20,2011,0,,76.00976171542955,500
239,41,2,1000,1325.44,7000000,0,3,4,13,2,51400,-6300,1,1,3,3,0,0,22,1,0,0,2,1,10790,1660,830,8300,8,12,2013,0,,8.134555652724586,250
93,31,0,2000,1017.18,0,0,4,9,13,0,0,0,0,1,0,3,0,0,21,3,1,1,3,0,48070,8740,8740,30590,10,1,2014,0,,47.21169144944902,100
37,25,2,1000,1221.17,0,0,5,10,9,1,49300,0,0,1,1,0,4,4,4,3,1,0,0,1,51030,5670,11340,34020,11,19,1996,0,,41.753602199366696,100
254,40,1,500,1927.87,0,1,4,9,19,0,0,0,2,0,1,1,5,0,10,1,1,0,1,0,43280,0,5410,37870,6,10,1996,1,,22.438007745467555,100
131,29,1,1000,978.27,0,0,0,11,13,3,65700,0,2,0,0,1,4,2,5,1,0,1,3,0,76400,15280,7640,53480,11,15,2003,0,,78.01729859997754,250
230,43,1,2000,1221.14,0,1,4,9,2,5,48100,0,2,2,2,0,5,2,13,1,0,0,2,0,75460,13720,13720,48020,1,5,2002,0,,61.74415369761238,100
313,50,2,2000,1255.62,0,1,4,1,14,4,0,0,0,2,0,2,2,4,18,3,1,2,1,1,69000,13800,6900,48300,5,14,1995,1,,54.90920087218093,100
210,38,1,500,999.52,0,1,3,12,9,2,0,0,3,1,1,3,5,6,6,1,0,1,2,0,8640,1440,720,6480,0,33,2008,0,,8.635509535041779,250
101,29,2,500,1380.89,0,1,6,1,7,3,30000,-53000,0,1,1,0,4,0,0,3,0,2,1,0,67210,12220,12220,42770,2,38,1996,0,,48.63628798240091,250
153,37,1,500,1010.77,0,1,2,13,1,4,52300,-55600,0,2,2,0,0,0,5,3,0,0,3,0,42500,4250,4250,34000,13,20,1999,0,,42.00559415677476,500
337,53,2,500,1205.86,0,1,0,1,1,5,0,-34600,2,1,1,1,4,0,8,1,1,0,1,0,86400,14400,7200,64800,0,31,2001,0,,71.59073960525662,100
360,51,0,1000,1526.61,0,1,5,5,5,1,0,-32900,3,1,1,3,4,2,5,1,1,2,2,0,4620,840,840,2940,4,30,2009,1,,3.0243321266553638,500
428,53,0,1000,1496.44,0,0,2,12,4,4,0,0,1,1,3,3,0,6,9,1,1,2,2,0,6930,630,1260,5040,6,8,2013,0,,4.62789827973074,100
204,40,0,500,1256.2,0,0,3,11,10,1,0,0,0,2,1,2,4,3,10,3,1,1,2,1,41700,8340,8340,25020,10,3,2013,0,,33.16894686605154,100
364,51,0,500,1268.35,0,1,5,13,2,5,0,0,2,1,0,2,1,4,16,1,1,2,1,0,77330,14060,14060,49210,13,20,2014,1,,60.92094379012881,100
185,35,1,2000,1421.59,0,1,1,7,17,3,0,0,3,1,3,3,6,0,8,1,0,2,3,1,4950,900,450,3600,5,14,2011,0,,3.4795689552154876,500
63,26,0,500,1500.04,6000000,1,6,2,14,3,0,-36500,3,1,1,3,0,4,5,1,0,0,2,1,5160,860,860,3440,0,33,2004,0,,3.437616585833822,500
210,35,0,500,1433.24,0,0,1,3,19,1,0,-19500,0,2,2,1,6,5,11,3,0,2,1,0,24570,2730,2730,19110,10,3,2006,1,,17.13102409638554,100
194,38,1,2000,1231.25,0,0,6,2,12,1,46500,0,0,1,1,0,6,0,15,3,0,1,0,0,53680,4880,9760,39040,12,9,2011,0,,43.562588760397645,100
294,49,1,500,1135.43,0,1,5,4,3,3,22700,0,0,2,2,3,6,1,23,3,1,1,1,1,42900,3900,3900,35100,3,25,2010,0,,37.74979541194794,500
272,41,2,2000,945.73,5000000,1,4,10,5,5,38600,-42800,2,0,1,1,1,0,23,1,0,0,0,0,84100,16820,8410,58870,5,13,2009,1,,88.8320851774001,250
27,27,1,2000,1118.76,0,0,1,0,7,3,0,-55800,2,0,2,1,1,4,23,1,0,1,3,0,61560,6840,6840,47880,5,16,2008,0,,54.97606629992141,100
251,39,1,2000,1231.98,0,0,0,7,10,1,0,-31700,2,1,1,3,1,2,10,1,1,0,0,0,44240,5530,5530,33180,4,30,1997,0,,35.88054956284773,500
180,33,1,2000,1005.47,0,0,3,10,10,3,58100,-49000,0,1,1,0,5,1,12,4,0,2,3,1,57700,11540,5770,40390,7,17,2002,0,,57.32908084692043,500
392,50,2,2000,1108.97,0,0,6,3,8,1,68400,-66800,2,2,1,2,6,6,4,1,0,2,2,1,108030,16620,16620,74790,10,1,2002,0,,97.32695478256169,100
143,30,1,500,1392.39,5000000,0,2,3,7,4,0,-65700,2,1,1,1,4,5,16,1,0,2,0,1,54300,10860,5430,38010,12,18,2010,0,,38.96970697363982,100
371,54,1,2000,1317.97,0,1,2,2,12,5,34700,-81000,0,0,0,0,4,1,18,3,0,1,2,0,32280,5380,5380,21520,5,16,2010,1,,24.473642311803907,100
292,42,1,1000,1588.22,0,1,3,6,4,2,0,-53800,0,1,2,2,6,5,15,3,1,1,1,0,84600,16920,8460,59220,3,25,2007,0,,53.233661796352926,250
165,35,0,500,900.02,6000000,1,1,2,4,3,0,-49900,2,0,2,2,4,6,8,1,0,1,3,1,69700,6970,6970,55760,2,0,2008,0,,77.35677343455195,250
158,33,2,1000,1744.64,3000000,1,3,9,12,4,0,0,0,1,2,0,6,6,4,3,0,0,1,0,36400,3640,7280,25480,13,20,1998,0,,20.851951146857314,100
241,39,2,1000,1260.56,0,0,3,0,13,3,0,-54900,0,2,1,3,4,4,20,3,0,0,2,1,37520,4690,4690,28140,7,36,2010,0,,29.740955642220744,250
103,33,2,2000,1021.14,0,0,5,7,13,5,69500,-47700,0,2,0,0,1,3,1,3,0,2,3,0,79090,14380,14380,50330,4,30,2014,0,,77.37687596611032,500
402,54,2,2000,1285.09,0,1,3,4,2,1,48000,-79600,2,1,0,2,1,6,19,1,0,0,2,1,67770,7530,15060,45180,8,24,2013,1,,52.69460146646036,250
102,32,2,500,1537.07,3000000,1,3,12,5,5,0,0,2,2,2,2,2,3,11,1,0,1,0,0,47400,9480,4740,33180,3,32,2004,1,,30.817843141079408,100
182,40,1,1000,1022.42,0,1,6,7,16,0,50000,-56900,2,0,2,2,4,3,13,1,1,0,2,0,71100,7110,14220,49770,1,4,2008,0,,69.47294365949463,100
282,46,2,2000,1558.86,0,1,4,7,7,5,51100,-75100,2,0,1,3,1,6,2,1,0,2,2,0,69400,13880,6940,48580,2,22,2012,0,,44.49117228469222,100
222,39,2,500,1757.87,0,1,2,13,2,1,71400,0,0,1,0,2,4,4,9,3,1,2,1,0,55000,5000,10000,40000,10,2,1996,1,,31.270076810679587,500
415,52,1,1000,973.5,0,1,6,6,14,1,50400,0,0,1,2,3,6,0,15,2,1,1,3,1,51090,7860,7860,35370,12,18,2003,0,,52.426885582349925,250
51,34,2,500,1430.8,0,1,6,6,4,4,0,0,2,2,0,1,1,6,23,1,0,2,3,0,64200,6420,19260,38520,6,10,2007,1,,44.8386646179634,500
255,45,0,500,1192.27,0,1,2,11,0,3,0,-40200,2,0,2,2,0,5,16,1,0,2,0,1,67320,12240,12240,42840,5,16,2006,0,,56.416401987815,500
143,31,0,500,1163.83,0,1,0,10,12,0,37700,0,0,2,0,2,0,0,21,4,1,2,0,0,76120,6920,13840,55360,1,5,1999,0,,65.3485916399818,250
130,28,2,1000,1003.15,0,0,3,4,12,2,0,-38500,0,0,1,0,4,2,21,2,1,2,1,0,85020,13080,13080,58860,5,16,2010,0,,84.6686252053976,500
242,41,2,2000,1153.54,6000000,1,5,10,14,4,0,-57000,0,1,1,1,1,4,3,3,0,0,1,0,68090,12380,12380,43330,12,11,2009,0,,58.9758691773347,250
96,27,0,1000,1631.1,0,0,2,8,8,5,0,0,1,1,3,3,6,0,4,1,0,1,2,0,6030,670,670,4690,9,29,2007,0,,3.6946265547454202,100
180,35,0,1000,1252.48,0,1,4,6,19,5,0,-55800,3,1,1,4,2,6,17,1,0,1,3,0,5100,1020,510,3570,3,25,2000,0,,4.068672814883365,500
150,30,1,1000,1677.26,0,1,1,11,19,3,40100,0,3,1,3,3,6,6,7,1,1,1,3,1,4590,510,510,3570,13,20,2013,0,,2.7349755103500053,100
463,59,0,1000,979.73,0,0,3,3,19,1,51700,0,0,0,0,2,4,1,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1999,1,,73.82256074556707,250
472,64,1,500,989.24,0,1,5,7,16,1,0,0,2,0,0,1,1,4,13,1,0,2,3,0,70900,14180,7090,49630,8,24,2002,0,,71.59880433026336,250
75,25,0,1000,1389.86,0,0,0,8,10,0,0,0,0,2,2,2,6,6,23,2,0,2,3,1,65100,6510,6510,52080,10,2,2011,0,,46.80557353004616,500
193,40,2,500,1233.85,0,0,1,5,5,0,0,0,0,2,2,0,3,2,23,3,0,2,1,1,64260,0,14280,49980,5,13,1999,0,,52.0387091549581,100
43,43,0,500,1320.39,0,0,0,1,19,1,0,0,2,1,0,0,6,0,16,1,0,2,1,0,79970,7270,21810,50890,6,8,1996,1,,60.51960435601904,500
253,41,1,1000,1435.09,0,0,1,6,3,1,36600,0,2,1,2,3,4,4,17,1,0,2,0,0,56610,6290,6290,44030,3,34,1995,0,,39.419534987361516,100
152,30,1,500,1448.54,0,0,3,2,14,5,58600,0,2,2,0,1,5,4,9,1,1,1,1,0,84590,7690,7690,69210,12,18,2000,1,,58.35644411330491,500
160,38,2,500,1733.56,0,1,2,11,17,5,0,-43800,0,2,0,1,4,2,13,3,0,2,1,1,66780,7420,14840,44520,8,24,1996,0,,38.49967715155429,250
56,36,1,500,1533.07,0,1,3,4,8,3,0,-28800,2,1,0,3,0,6,13,1,1,1,2,1,58500,0,6500,52000,5,13,2001,0,,38.133853083627216,100
286,41,0,500,1106.77,0,0,1,9,9,2,45500,-62500,1,1,3,3,6,1,3,1,0,2,0,0,5000,500,500,4000,4,30,2003,0,,4.51357231194201,100
3,29,0,500,995.7,5000000,0,3,8,5,4,0,0,1,1,3,3,3,6,3,1,0,2,1,0,5000,500,1000,3500,8,12,2008,1,,5.0165546302799235,100
286,41,0,1000,1298.85,6000000,0,2,11,4,2,71300,-70300,0,0,0,0,1,1,16,3,0,1,3,1,54450,6050,12100,36300,10,1,2007,0,,41.88944878255184,250
239,38,2,1000,1276.73,5000000,0,5,5,3,2,0,0,0,0,0,3,6,4,12,3,0,1,3,0,61920,6880,6880,48160,10,2,2003,0,,48.46094245263084,250
64,29,2,2000,1202.28,0,1,2,3,6,2,0,-61400,2,2,1,0,5,2,4,1,0,1,2,0,43700,4370,4370,34960,9,29,2007,1,,36.31739910910179,250
98,31,1,500,671.92,0,1,5,6,3,5,0,-26400,2,0,1,2,0,5,3,1,0,2,0,0,64080,7120,7120,49840,5,13,1997,0,,95.22677287047495,100
16,35,0,1000,1358.03,0,1,3,11,5,3,59300,-31400,2,1,2,2,4,2,0,1,0,2,1,0,55000,10000,10000,35000,13,20,2008,1,,40.47004113227817,250
70,27,1,1000,1008.79,4000000,0,5,0,18,3,46000,0,3,1,3,3,6,1,19,1,0,2,3,0,4400,0,550,3850,12,9,2000,0,,4.357341625486487,250
75,27,2,1000,1141.1,0,1,3,1,12,2,0,0,0,2,1,3,4,2,15,2,0,0,1,1,71640,5970,11940,53730,12,18,2008,0,,62.72655634357763,100
246,44,2,1000,1397.0,0,1,2,6,15,1,0,0,2,1,1,2,1,0,6,1,0,1,0,0,61740,6860,6860,48020,0,23,1997,0,,44.163090128755364,100
110,27,2,1000,1664.66,0,0,0,8,9,3,0,-66200,2,2,2,0,4,6,3,1,0,0,3,0,57500,5750,5750,46000,1,4,2010,0,,34.52085059375863,500
236,39,1,1000,1151.39,4000000,0,5,3,15,5,0,-63900,1,1,1,3,1,6,17,1,1,0,0,0,8700,870,1740,6090,0,31,2003,0,,7.549527503709681,250
267,46,2,2000,1546.01,0,0,4,0,14,5,0,0,0,0,2,3,5,5,4,4,0,2,1,0,77100,15420,7710,53970,13,20,1996,0,,49.83807473771986,100
463,57,0,500,1063.67,0,1,5,8,7,5,0,0,2,0,1,3,1,6,14,1,0,2,0,1,59400,6600,6600,46200,4,27,1995,0,,55.79193552931894,250
303,46,1,1000,709.14,0,1,5,6,11,0,0,0,0,1,1,1,1,4,3,3,0,1,0,0,54890,9980,4990,39920,12,11,2006,0,,77.29461796265525,100
137,30,0,500,1039.55,0,1,4,3,11,4,55600,-59700,0,0,1,2,6,1,4,3,0,2,1,0,74030,6730,13460,53840,3,34,2005,0,,71.14506751237327,250
56,42,0,500,1339.39,0,0,0,0,5,1,0,0,2,1,2,2,1,1,13,1,0,1,2,1,61490,11180,11180,39130,2,37,1998,0,,45.87470810734189,250
75,27,1,1000,1202.75,0,1,2,5,2,1,57900,-90100,0,0,1,3,4,4,23,3,0,0,2,1,79560,6630,13260,59670,13,28,2003,0,,66.09345794392523,250
131,33,0,2000,1081.17,0,1,4,11,19,5,0,-65200,1,1,1,3,1,3,3,1,0,0,1,0,4900,490,490,3920,12,9,2010,0,,4.527939233207352,100
153,34,0,500,991.39,0,1,2,12,13,2,45600,-61400,0,2,2,2,6,6,0,3,0,1,0,0,77770,14140,14140,49490,9,29,2000,0,,78.36636806094378,250
255,43,1,500,984.02,0,0,3,13,2,4,75800,0,0,2,0,1,4,1,14,2,0,2,2,0,74700,7470,14940,52290,9,26,2007,1,,75.83602363403789,500
103,26,0,500,1354.83,0,1,4,12,17,0,66300,0,0,0,1,3,1,0,14,2,0,2,2,0,40600,4060,4060,32480,13,28,2010,0,,29.944757086065362,100
97,28,2,1000,830.31,0,1,3,4,18,0,0,-32600,2,1,2,0,4,6,22,1,0,1,0,0,45270,10060,10060,25150,7,36,2006,0,,54.45621970143509,100
214,36,0,2000,987.42,7000000,0,0,6,11,3,0,0,0,0,1,0,1,6,17,3,0,0,3,0,47080,4280,8560,34240,10,2,2006,0,,47.63157362254912,100
438,57,2,500,1119.29,0,0,4,6,5,0,0,0,2,2,1,3,4,2,14,1,0,0,0,0,40700,4070,4070,32560,13,28,2000,1,,36.329878870649566,500
87,27,2,500,1048.39,0,0,5,13,14,3,0,0,2,2,1,3,1,5,2,1,0,2,1,1,34650,6300,3150,25200,5,14,1996,0,,33.019182572732724,100
27,28,2,1000,1074.47,0,1,4,10,4,5,0,0,1,1,3,3,6,5,4,1,0,2,0,0,3200,400,400,2400,7,17,2012,0,,2.9754432945595877,500
206,42,0,1000,1230.76,0,1,2,6,19,4,0,-74200,2,1,0,1,5,2,2,1,0,1,1,0,78980,7180,14360,57440,10,1,1997,1,,64.11963369487563,500
127,31,2,500,1255.02,0,1,0,11,15,1,58200,0,1,1,1,4,4,5,10,1,1,1,0,0,6160,560,1120,4480,9,35,1996,0,,4.904380503495167,500
